model,entity,total_degree,pagerank,betweenness,document,chunk,source,relation,target,confidence,evidence
qwen_plus,Southern Christian Leadership Conference,17,0.03771682417907114,0.09465566892533184,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,Southern Christian Leadership Conference,,"his education was complete. He was even willing to violate judicial propriety by asking Alvin Bronstein to file legal claims against the white extremists. In addition to Simon, who worked pro bono for the SCLC"
qwen_plus,Southern Christian Leadership Conference,17,0.03771682417907114,0.09465566892533184,A fight for racial equality in Florida,,Alvin J. Bronstein,collaborated_with,Southern Christian Leadership Conference,,"In August 1964 he filed lawsuits on behalf of the SCLC because biracial negotiations broke down || In attracting lawyers like Kunstler and Alvin J. Bronstein to assist Simon, the SCLC campaign contributed noticeably to the education of a judge named Bryan Simpson"
qwen_plus,Southern Christian Leadership Conference,17,0.03771682417907114,0.09465566892533184,A fight for racial equality in Florida,,Andrew Young,member_of,Southern Christian Leadership Conference,,a waitress had poured hot coffee on a biracial group that included Reverend Andrew Young of the SCLC
qwen_plus,Southern Christian Leadership Conference,17,0.03771682417907114,0.09465566892533184,A fight for racial equality in Florida,,Martin Luther King Jr.,leader_of,Southern Christian Leadership Conference,,SCLC faked the attack || SCLC’s rights of assembly
qwen_plus,Southern Christian Leadership Conference,17,0.03771682417907114,0.09465566892533184,A fight for racial equality in Florida,,Southern Christian Leadership Conference,associated_with,Tobias Simon,,"In addition to Simon, who worked pro bono for the SCLC"
qwen_plus,National Association for the Advancement of Colored People,16,0.02703142936497967,0.15011423796067994,A fight for racial equality in Florida,,Florida,opposed_to,National Association for the Advancement of Colored People,,"Tallahassee yearned to acquire the membership lists of the National Association for the Advancement of Colored People (NAACP). The state’s transparent purpose was to weaken, if not destroy, a civil rights organization that the legislature deemed ‘subversive’."
qwen_plus,National Association for the Advancement of Colored People,16,0.02703142936497967,0.15011423796067994,A fight for racial equality in Florida,,Roy Wilkins,leader_of,National Association for the Advancement of Colored People,,Executive secretary Roy Wilkins feared that ‘the civil rights movement in Florida and the entire Southeast’ would be imperilled if the NAACP lost.
qwen_plus,National Association for the Advancement of Colored People,16,0.02703142936497967,0.15011423796067994,Hughes,,Martin Luther King Jr.,associated_with,National Association for the Advancement of Colored People,,"Reverend Martin Luther King, Jr, and the relationship between prominent organisations, such as the National Association for the Advancement of Colored People (NAACP) and the Southern Christian Leadership Conference (SCLC)"
qwen_plus,National Association for the Advancement of Colored People,16,0.02703142936497967,0.15011423796067994,Intergenerational movement memoirs and the emotional costs of activist commitment,,Congress of Racial Equality,associated_with,National Association for the Advancement of Colored People,,"Congress of Racial Equality (CORE), National Association for the Advancement of Colored People (NAACP)"
qwen_plus,National Association for the Advancement of Colored People,16,0.02703142936497967,0.15011423796067994,Intergenerational movement memoirs and the emotional costs of activist commitment,,Council of Federated Organizations,associated_with,National Association for the Advancement of Colored People,,"Council of Federated Organizations (COFO), National Association for the Advancement of Colored People (NAACP)"
qwen_plus,Congress of Racial Equality,13,0.018196618050970073,0.052626090098000226,A fight for racial equality in Florida,,Alvin J. Bronstein,member_of,Congress of Racial Equality,,he served for nearly half a decade as general counsel to the Brooklyn branch of CORE
qwen_plus,Congress of Racial Equality,13,0.018196618050970073,0.052626090098000226,A fight for racial equality in Florida,,Carl Rachlin,member_of,Congress of Racial Equality,,in 1963 attorney Carl Rachlin of CORE argued his case before the Supreme Court
qwen_plus,Congress of Racial Equality,13,0.018196618050970073,0.052626090098000226,A fight for racial equality in Florida,,Congress of Racial Equality,associated_with,Tobias Simon,,"August Meier and Elliott Rudwick, CORE: A Study of the Civil Rights Movement, 1942–1968 (New York and Oxford: Oxford University Press 1973), 283."
qwen_plus,Congress of Racial Equality,13,0.018196618050970073,0.052626090098000226,Intergenerational movement memoirs and the emotional costs of activist commitment,,Congress of Racial Equality,associated_with,Council of Federated Organizations,,"Congress of Racial Equality (CORE), Council of Federated Organizations (COFO)"
qwen_plus,Congress of Racial Equality,13,0.018196618050970073,0.052626090098000226,Intergenerational movement memoirs and the emotional costs of activist commitment,,Congress of Racial Equality,associated_with,National Association for the Advancement of Colored People,,"Congress of Racial Equality (CORE), National Association for the Advancement of Colored People (NAACP)"
qwen_plus,Montgomery Bus Boycott,13,0.018261741420278876,0.059491819042380815,Intergenerational movement memoirs and the emotional costs of activist commitment,,Rosa Parks,participated_in,Montgomery Bus Boycott,,being made the symbol of the Montgomery Bus Boycott
qwen_plus,Montgomery Bus Boycott,13,0.018261741420278876,0.059491819042380815,JAS - MLK teaching UK schools,,Civil Rights Movement,associated_with,Montgomery Bus Boycott,,"‘Dress Modestly, Neatly … as if You Were Going to Church’: Respectability, Class and Gender in the Montgomery Bus Boycott and the Early Civil Rights Movement"
qwen_plus,Montgomery Bus Boycott,13,0.018261741420278876,0.059491819042380815,JAS - MLK teaching UK schools,,Martin Luther King Jr.,participated_in,Montgomery Bus Boycott,,"connections between the Montgomery bus boycott, the March on Washington and the Bristol bus boycott"
qwen_plus,Montgomery Bus Boycott,13,0.018261741420278876,0.059491819042380815,M12_Frost,,Montgomery Bus Boycott,participated_in,Civil Rights Movement,,"in form of sit-ins, bus boycotts, and freedom rides"
qwen_plus,Montgomery Bus Boycott,13,0.018261741420278876,0.059491819042380815,MorrisAnnRev1999CRM,,Diane Nash,participated_in,Montgomery Bus Boycott,,"Parks' resistance and civil rights activity were not unlike those of countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hamer, and Diane Nash"
qwen_plus,Freedom Rides,12,0.030821037228976493,0.05570428600391148,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,Freedom Rides,,Simon and two other Miami attorneys assisted Rachlin.
qwen_plus,Freedom Rides,12,0.030821037228976493,0.05570428600391148,A fight for racial equality in Florida,,Alvin J. Bronstein,participated_in,Freedom Rides,,"In 1961, when some of the Brooklyn members were arrested as Freedom Riders, Bronstein went to Mississippi to defend them"
qwen_plus,Freedom Rides,12,0.030821037228976493,0.05570428600391148,A fight for racial equality in Florida,,Israel S. (Sy) Dresner,participated_in,Freedom Rides,,The Interfaith Freedom Riders nevertheless got ready to fly home when they faced trouble at the airport.
qwen_plus,Freedom Rides,12,0.030821037228976493,0.05570428600391148,A fight for racial equality in Florida,,Tobias Simon,participated_in,Freedom Rides,,Simon and two other Miami attorneys assisted Rachlin.
qwen_plus,Freedom Rides,12,0.030821037228976493,0.05570428600391148,Hughes,,Freedom Rides,participated_in,Civil Rights Movement,,"The Brown v. Board of Education US Supreme Court case was depicted in 11 images, with multiple students also selecting images of King, Rosa Parks, the Little Rock Nine, the Freedom Rides and the Civil Rights Act 1964."
qwen_plus,St Augustine,12,0.03320700630088433,0.021086680693422264,A fight for racial equality in Florida,,Alvin J. Bronstein,located_in,St Augustine,,"By helping to make the law applicable to St Augustine, Bronstein earned the gratitude of the movement there. || He spent nights in a black home and ate in a black-owned diner that lacked air conditioning. || He targeted fifteen motels and restaurants in the St Augustine area and continued to monitor their compliance"
qwen_plus,St Augustine,12,0.03320700630088433,0.021086680693422264,A fight for racial equality in Florida,,Alvin J. Bronstein,participated_in,St Augustine,,outside attorneys like Alvin J. Bronstein to protect the rights of protestors
qwen_plus,St Augustine,12,0.03320700630088433,0.021086680693422264,A fight for racial equality in Florida,,Andrew Young,participated_in,St Augustine,,a waitress had poured hot coffee on a biracial group that included Reverend Andrew Young of the SCLC
qwen_plus,St Augustine,12,0.03320700630088433,0.021086680693422264,A fight for racial equality in Florida,,Civil Rights Act 1964,connected_to,St Augustine,,the crisis in St Augustine that spring and summer served as the inescapable backdrop for the passage of the Civil Rights Act (1964)
qwen_plus,St Augustine,12,0.03320700630088433,0.021086680693422264,A fight for racial equality in Florida,,Israel S. (Sy) Dresner,participated_in,St Augustine,,"On 18 June, Dresner and fifteen other rabbis arrived"
qwen_plus,Jim Crow regime,10,0.033556138832931064,0.04947780406581905,A fight for racial equality in Florida,,Florida,associated_with,Jim Crow regime,,Entrenched rural resistance to modern urban life meant a commitment to Jim Crow.
qwen_plus,Jim Crow regime,10,0.033556138832931064,0.04947780406581905,Modjeska Monteith Simkins and black female leadership  propriety  politics  place and periodization in the African American freedom struggle,,Modjeska Monteith Simkins,opposed_to,Jim Crow regime,,she condemned SCSC as an embarrassing Jim Crow institution
qwen_plus,Jim Crow regime,10,0.033556138832931064,0.04947780406581905,MorrisAnnRev1999CRM,,A. Philip Randolph,opposed_to,Jim Crow regime,,anization organized specifically to attack the Jim Crow regime and racial inequality.
qwen_plus,Jim Crow regime,10,0.033556138832931064,0.04947780406581905,MorrisAnnRev1999CRM,,Brown v. Board of Education,opposed_to,Jim Crow regime,,This ruling literally swept away the legal grounds on which Jim Crow stood.
qwen_plus,Jim Crow regime,10,0.033556138832931064,0.04947780406581905,MorrisAnnRev1999CRM,,Civil Rights Act 1964,opposed_to,Jim Crow regime,,The 1964 Civil Rights Act and the 1965 Voting Rights Bill brought the formal regime of Jim Crow to a close.
